Input Sample	Endothelial	Neuron	Astrocyte	Pre.Oligo	New.Oligo	Mye.Oligo	Microglia	P-value	Pearson Correlation	RMSE
PEC_ASD_UCLA_TC_mRNA_HiSeq2000_AN01570_ba41_42_22_59	0.025972524936836	0.09490746359497	0.37472998585022	0.19720946022957	0.28502436304791	0	0.022156202340493	0.01	0.4438344973577401	17.401406673939682
PEC_ASD_UCLA_PFC_mRNA_HiSeq2000_AN01570_ba9_58	0.02974937665863	0.10799802739292	0.55843501027393	0.1340557809135	0.15078508016638	0	0.01897672459464	0	0.547371727102244	19.582282640917338
PEC_ASD_UCLA_C_mRNA_HiSeq2000_AN01570_vermis_60	0.020195046221734	0.55305458440324	0.071662138940594	0	0.14244421598364	0.21089238239088	0.0017516320599046	0	0.7999082818317733	14.5335790810602
PEC_ASD_UCLA_TC_mRNA_HiSeq2000_AN08043_ba41_42_22_1st	0.031935810963658	0.034211712166708	0.4843815874598	0.041719084102498	0.33073002518542	0.065879862625189	0.011141917496726	0	0.6553097836145835	21.0301345018072
PEC_ASD_UCLA_PFC_mRNA_HiSeq2000_AN08043_ba9_1st	0.038726428151275	0.052922985007416	0.51358294383607	0.045615161751671	0.32976078277143	0.0065887836526052	0.012802914829527	0	0.6164205682727576	20.99193659399819
PEC_ASD_UCLA_C_mRNA_HiSeq2000_AN08043_vermis_1st	0.033777766013436	0.67067137750673	0.20728459287436	0.015406890138079	0.07091406280993	0	0.0019453106574735	0	0.6168291025898939	11.360919402309205
PEC_ASD_UCLA_TC_mRNA_HiSeq2000_AN12457_ba41_42_22_35	0.060659755909442	0.0063520057730766	0.31476098685057	0.006781411832621	0.58644848936218	0.0070525019145911	0.017944848357522	0	0.8070741930652994	32.71700999548973
PEC_ASD_UCLA_PFC_mRNA_HiSeq2000_AN12457_ba9_34	0.06158070175427	0.0065692212303557	0.36291510815877	0.029552747319824	0.42656424214197	0.092835821427715	0.019982157967097	0	0.7345756358422832	29.864163196721407
PEC_ASD_UCLA_TC_mRNA_HiSeq2000_AN13872_ba41_42_22_50	0.035043644535134	0.077364316001294	0.45433788910738	0.12560765851141	0.21619376863625	0.069807387842749	0.021645335365779	0	0.7068390759800511	24.593799910636815
PEC_ASD_UCLA_PFC_mRNA_HiSeq2000_AN13872_ba9_49	0.0811614521635	0.12360743139488	0.50039031025088	0.21345320495029	0.063727795281979	0	0.017659805958473	0	0.6192873156789593	19.333000112778713
PEC_ASD_UCLA_C_mRNA_HiSeq2000_AN13872_vermis_51	0.019430496502693	0.68379404087163	0.1733095651452	0.015903993599244	0.10359113528566	0	0.0039707685955717	0	0.6968441293985923	13.014907024486673
